event_id,user_id,video_id,event_timestamp,watch_time_sec,completion_rate,recreated_by_user,liked_by_user,shared_by_user,ad_revenue_usd,creator_credit_earned
EVT_002143,USR_0099,VID_0376,2025-07-05 19:40:58,41,0.4457,0,1,0,0.0,0.0
EVT_002144,USR_0516,VID_0034,2025-08-29 21:56:46,73,0.6404,0,1,0,1.2127,0.0
EVT_002145,USR_0077,VID_0080,2025-12-13 14:07:41,41,0.4457,0,0,0,0.515,0.0
EVT_002146,USR_0063,VID_0285,2026-03-18 16:43:56,23,0.1769,0,1,0,0.0,0.0
EVT_002147,USR_1273,VID_0346,2025-12-19 03:41:37,36,0.3564,0,0,0,0.4263,0.0
EVT_002148,USR_1636,VID_0031,2025-12-26 04:13:08,107,0.4332,0,0,0,0.0,0.0
EVT_002149,USR_1938,VID_0273,2026-03-07 22:02:08,46,0.697,0,0,0,0.5241,0.0
EVT_002150,USR_0548,VID_0102,2025-06-23 03:56:56,68,0.3676,0,0,0,0.9401,0.0
EVT_002151,USR_0908,VID_0401,2025-08-14 22:30:10,159,0.626,0,0,0,0.0,0.0
EVT_002152,USR_0041,VID_0286,2026-03-10 01:23:29,28,0.7179,0,0,0,0.0,0.0
EVT_002153,USR_1394,VID_0057,2025-04-28 11:21:57,13,0.2889,0,0,0,0.1611,0.0
EVT_002154,USR_1294,VID_0244,2025-12-12 18:29:30,90,0.3051,0,0,0,0.0,0.0
EVT_002155,USR_1955,VID_0559,2026-06-18 02:16:38,163,0.8956,0,1,1,0.0,0.0
EVT_002156,USR_0517,VID_0029,2026-01-14 03:04:06,29,0.8286,0,1,0,0.3658,0.0
EVT_002157,USR_1062,VID_0243,2026-04-14 17:44:00,127,0.7938,0,0,1,0.0,0.0
EVT_002158,USR_1939,VID_0083,2025-11-21 12:28:54,219,0.7739,0,0,1,2.9518,0.0
EVT_002159,USR_0980,VID_0542,2025-08-28 19:17:30,102,0.6415,0,0,0,0.0,0.0
EVT_002160,USR_1716,VID_0280,2026-05-21 08:35:47,127,0.4536,0,1,0,1.4935,0.0
EVT_002161,USR_0885,VID_0377,2025-09-26 17:48:02,38,0.7917,0,0,0,0.317,0.0
EVT_002162,USR_1211,VID_0581,2026-06-11 13:10:40,64,0.5565,0,0,0,0.7769,0.0
EVT_002163,USR_1919,VID_0031,2026-03-09 01:34:14,205,0.83,0,1,0,0.0,0.0
EVT_002164,USR_0463,VID_0292,2026-06-23 16:40:31,192,0.6621,0,0,0,0.0,0.0
EVT_002165,USR_1471,VID_0041,2026-06-19 22:04:41,97,0.516,0,1,1,1.1384,0.0
EVT_002166,USR_0445,VID_0464,2025-10-21 05:02:20,97,0.4732,1,1,0,1.1931,3.05
EVT_002167,USR_0396,VID_0353,2026-01-20 19:06:33,51,0.2056,0,0,0,0.6963,0.0
EVT_002168,USR_0505,VID_0266,2026-02-11 04:48:42,48,0.64,0,0,0,0.7337,0.0
EVT_002169,USR_1964,VID_0175,2025-08-05 22:11:53,147,0.6025,0,0,0,1.3712,0.0
EVT_002170,USR_1024,VID_0116,2026-02-15 08:06:08,24,0.1395,0,0,0,0.2269,0.0
EVT_002171,USR_2000,VID_0549,2026-02-04 15:31:04,98,0.3858,0,0,0,0.9323,0.0
EVT_002172,USR_0462,VID_0013,2025-07-22 22:26:40,35,0.3846,0,1,0,0.4372,0.0
EVT_002173,USR_0136,VID_0078,2025-05-20 13:21:54,29,0.8529,1,1,0,0.2823,4.37
EVT_002174,USR_0765,VID_0226,2026-06-28 10:39:24,11,0.6875,1,0,0,0.0,0.87
EVT_002175,USR_1889,VID_0236,2026-06-17 11:45:35,21,0.9545,1,0,1,0.2688,0.84
EVT_002176,USR_0694,VID_0552,2025-11-18 06:10:01,6,0.375,0,1,0,0.0566,0.0
EVT_002177,USR_0522,VID_0187,2025-12-13 01:04:43,5,0.0581,0,0,0,0.0,0.0
EVT_002178,USR_1003,VID_0195,2025-07-07 12:28:09,31,0.1879,0,0,0,0.0,0.0
EVT_002179,USR_1879,VID_0141,2026-02-21 18:56:42,160,0.7111,0,0,0,0.0,0.0
EVT_002180,USR_0866,VID_0222,2026-07-04 04:19:44,18,0.5,0,0,0,0.1943,0.0
EVT_002181,USR_0453,VID_0162,2026-04-11 22:08:00,229,0.7842,0,0,0,0.0,0.0
EVT_002182,USR_0317,VID_0416,2025-12-12 18:21:52,118,0.6667,0,0,0,0.0,0.0
EVT_002183,USR_0761,VID_0480,2026-04-15 15:49:06,47,0.7966,0,1,0,0.4755,0.0
EVT_002184,USR_0078,VID_0443,2026-03-29 07:39:45,115,0.5808,0,0,0,0.0,0.0
EVT_002185,USR_1052,VID_0483,2025-07-22 17:13:24,83,0.7477,0,0,0,1.0656,0.0
EVT_002186,USR_0776,VID_0366,2026-08-03 23:34:59,124,0.5124,0,0,0,1.4242,0.0
EVT_002187,USR_0426,VID_0413,2026-05-29 06:53:14,28,0.0976,0,0,1,0.3414,0.0
EVT_002188,USR_0240,VID_0203,2025-09-12 15:07:02,24,0.6,0,1,0,0.0,0.0
EVT_002189,USR_1269,VID_0598,2026-02-01 10:06:49,39,0.1806,0,1,0,0.4381,0.0
EVT_002190,USR_0437,VID_0568,2025-07-03 14:40:39,58,0.4957,0,0,0,0.0,0.0
EVT_002191,USR_0733,VID_0035,2025-07-22 06:04:11,13,0.4643,0,0,0,0.1497,0.0
EVT_002192,USR_0759,VID_0212,2025-04-11 06:58:21,50,0.3472,0,1,0,0.6244,0.0
EVT_002193,USR_1849,VID_0416,2025-12-27 21:02:12,92,0.5198,0,1,0,0.0,0.0
EVT_002194,USR_0349,VID_0176,2026-04-26 04:16:54,12,0.4,0,0,1,0.1126,0.0
EVT_002195,USR_0296,VID_0308,2026-07-22 20:07:31,66,0.4818,0,1,0,0.0,0.0
EVT_002196,USR_1270,VID_0506,2026-01-25 01:51:58,260,0.8667,0,0,0,0.0,0.0
EVT_002197,USR_0228,VID_0532,2026-04-13 21:33:53,86,0.6418,0,0,0,0.0,0.0
EVT_002198,USR_1741,VID_0562,2025-12-05 20:32:10,24,0.2697,0,0,0,0.2897,0.0
EVT_002199,USR_0125,VID_0390,2025-04-08 22:19:18,30,0.1442,0,0,0,0.3548,0.0
EVT_002200,USR_1558,VID_0574,2026-01-30 23:30:39,38,0.427,0,0,0,0.0,0.0
EVT_002201,USR_0491,VID_0390,2026-04-24 22:51:53,109,0.524,1,0,0,1.5009,1.15
EVT_002202,USR_0463,VID_0320,2026-06-28 05:09:58,57,0.4351,0,0,0,0.0,0.0
EVT_002203,USR_0053,VID_0121,2026-05-16 21:07:57,8,0.0816,1,0,0,0.1086,4.69
EVT_002204,USR_1278,VID_0522,2025-06-21 23:50:32,57,0.3132,0,0,0,0.6314,0.0
EVT_002205,USR_0784,VID_0155,2026-03-20 13:05:59,72,0.2727,0,0,0,0.8214,0.0
EVT_002206,USR_1515,VID_0111,2026-07-28 14:46:54,21,0.875,0,1,1,0.0,0.0
EVT_002207,USR_0530,VID_0459,2025-11-03 21:11:23,59,0.4245,0,1,1,0.0,0.0
EVT_002208,USR_1913,VID_0534,2026-07-04 18:52:51,89,0.4045,0,0,0,1.1101,0.0
EVT_002209,USR_1380,VID_0586,2026-01-28 19:08:07,53,0.3064,0,0,0,0.6848,0.0
EVT_002210,USR_1143,VID_0455,2026-05-18 23:43:13,189,0.7746,0,0,0,1.9078,0.0
EVT_002211,USR_0331,VID_0577,2026-04-22 20:08:25,35,0.3465,0,0,1,0.0,0.0
EVT_002212,USR_1832,VID_0240,2026-06-27 23:24:23,83,0.4798,0,1,0,0.0,0.0
EVT_002213,USR_1047,VID_0064,2025-08-27 22:09:18,78,0.3529,0,0,0,0.9074,0.0
EVT_002214,USR_1336,VID_0148,2026-08-21 13:37:58,76,0.2648,0,0,0,0.8615,0.0
EVT_002215,USR_0382,VID_0096,2026-07-13 14:03:19,101,0.4612,0,1,0,1.2358,0.0
EVT_002216,USR_0901,VID_0456,2026-01-15 12:38:58,39,0.2671,0,1,0,0.0,0.0
EVT_002217,USR_0709,VID_0254,2026-01-16 07:39:21,179,0.9624,1,0,1,0.0,4.02
EVT_002218,USR_0915,VID_0259,2026-08-05 16:13:05,111,0.375,0,0,0,1.4332,0.0
EVT_002219,USR_0670,VID_0553,2025-12-27 14:28:45,69,0.5847,1,0,0,0.0,1.97
EVT_002220,USR_0301,VID_0588,2026-05-16 05:16:28,38,0.2452,0,1,0,0.3887,0.0
EVT_002221,USR_0133,VID_0088,2026-03-22 20:36:51,126,0.6811,0,0,0,0.0,0.0
EVT_002222,USR_0735,VID_0513,2025-05-20 09:19:52,78,0.6393,0,1,0,1.0792,0.0
EVT_002223,USR_1440,VID_0384,2026-07-27 11:08:51,168,0.9385,0,0,0,0.0,0.0
EVT_002224,USR_1882,VID_0475,2026-04-18 19:51:43,63,0.4091,0,1,0,0.0,0.0
EVT_002225,USR_1491,VID_0570,2025-04-23 14:38:25,19,0.5588,0,1,0,0.1883,0.0
EVT_002226,USR_1821,VID_0201,2026-06-26 02:38:06,110,0.8527,0,0,0,1.3933,0.0
EVT_002227,USR_1523,VID_0485,2026-06-15 07:32:37,37,0.4302,0,0,0,0.4155,0.0
EVT_002228,USR_0035,VID_0427,2026-02-02 11:01:02,22,0.6875,1,1,1,0.2803,1.27
EVT_002229,USR_1157,VID_0396,2025-04-22 17:33:31,61,0.5545,1,0,1,0.9268,3.66
EVT_002230,USR_1613,VID_0454,2026-05-02 07:34:35,81,0.7714,1,0,0,0.823,3.97
EVT_002231,USR_0587,VID_0461,2025-08-15 11:16:41,166,0.5666,0,1,0,0.0,0.0
EVT_002232,USR_0142,VID_0246,2026-04-04 13:58:48,90,0.8108,0,1,0,1.2957,0.0
EVT_002233,USR_1594,VID_0556,2025-12-24 12:55:29,236,0.8055,1,0,1,2.6138,1.45
EVT_002234,USR_1386,VID_0057,2025-03-24 04:32:43,3,0.0667,0,0,0,0.0278,0.0
EVT_002235,USR_1594,VID_0113,2026-01-13 12:04:03,80,0.8889,0,1,0,0.9654,0.0
EVT_002236,USR_1848,VID_0442,2026-03-25 22:16:24,90,0.6977,0,0,0,0.0,0.0
EVT_002237,USR_1237,VID_0277,2025-09-16 15:47:48,43,0.4831,0,0,0,0.5774,0.0
EVT_002238,USR_1081,VID_0177,2025-10-16 19:00:01,24,0.6486,0,0,0,0.0,0.0
EVT_002239,USR_1106,VID_0306,2026-05-25 17:27:46,51,0.425,0,0,0,0.539,0.0
EVT_002240,USR_0400,VID_0080,2026-02-28 01:57:01,73,0.7935,0,0,0,0.6323,0.0
EVT_002241,USR_1251,VID_0002,2025-07-09 11:01:42,57,0.4872,0,1,0,0.0,0.0
EVT_002242,USR_0994,VID_0026,2025-10-04 07:49:14,73,0.3561,0,0,0,0.9779,0.0
EVT_002243,USR_0946,VID_0536,2025-11-16 12:02:00,54,0.7606,1,0,0,0.6603,3.98
EVT_002244,USR_1576,VID_0197,2025-09-14 01:02:11,160,0.5948,0,1,0,1.7485,0.0
EVT_002245,USR_0730,VID_0543,2026-02-25 05:28:30,74,0.8315,0,0,0,0.0,0.0
EVT_002246,USR_1334,VID_0306,2026-07-09 02:57:23,66,0.55,0,0,1,0.6149,0.0
EVT_002247,USR_0724,VID_0183,2026-06-23 01:16:21,16,0.4571,1,0,1,0.1808,1.55
EVT_002248,USR_1014,VID_0024,2026-07-10 10:10:02,42,0.2246,0,0,0,0.5455,0.0
EVT_002249,USR_0885,VID_0065,2025-08-28 18:45:34,185,0.6424,0,0,1,2.4276,0.0
EVT_002250,USR_1236,VID_0339,2025-06-24 07:54:25,11,0.5789,0,1,0,0.138,0.0
EVT_002251,USR_1913,VID_0370,2026-07-11 18:41:04,38,0.1949,0,1,0,0.0,0.0
EVT_002252,USR_0459,VID_0538,2026-06-06 12:29:41,49,0.2934,0,0,0,0.0,0.0
EVT_002253,USR_1287,VID_0117,2025-12-12 16:05:52,15,0.2727,0,0,0,0.1641,0.0
EVT_002254,USR_1833,VID_0359,2026-01-22 06:58:53,49,0.5104,1,0,0,0.6777,4.95
EVT_002255,USR_1952,VID_0052,2025-02-08 10:05:31,26,0.4127,0,1,0,0.0,0.0
EVT_002256,USR_0618,VID_0315,2025-11-29 07:58:20,198,0.7361,0,1,1,0.0,0.0
EVT_002257,USR_1894,VID_0106,2025-03-19 10:06:16,16,0.3265,0,0,1,0.0,0.0
EVT_002258,USR_0543,VID_0140,2026-05-23 22:59:46,41,0.2316,1,0,0,0.0,1.94
EVT_002259,USR_1478,VID_0250,2026-08-19 02:43:19,14,0.3256,0,0,0,0.1669,0.0
EVT_002260,USR_0963,VID_0264,2025-07-15 20:59:51,37,0.4625,0,1,0,0.3826,0.0
EVT_002261,USR_1748,VID_0070,2026-02-11 22:07:27,96,0.4824,0,0,0,1.0286,0.0
EVT_002262,USR_1078,VID_0361,2026-01-26 00:19:15,115,0.4957,0,1,1,1.4078,0.0
EVT_002263,USR_0468,VID_0241,2026-06-22 09:43:44,89,0.5528,0,0,1,0.0,0.0
EVT_002264,USR_0439,VID_0520,2026-04-23 14:27:16,8,0.129,1,1,1,0.0833,4.41
EVT_002265,USR_0575,VID_0366,2026-05-27 07:11:50,186,0.7686,0,1,0,2.12,0.0
EVT_002266,USR_1224,VID_0530,2026-04-28 03:24:42,269,0.9573,0,0,0,3.3563,0.0
EVT_002267,USR_0437,VID_0011,2025-07-02 09:22:25,135,0.675,0,1,0,2.0071,0.0
EVT_002268,USR_0972,VID_0272,2025-03-09 18:56:47,35,0.1804,0,0,0,0.0,0.0
EVT_002269,USR_1668,VID_0505,2025-09-15 11:30:46,2,0.087,0,0,0,0.0193,0.0
EVT_002270,USR_0764,VID_0111,2025-08-20 20:03:46,12,0.5,0,0,0,0.0,0.0
EVT_002271,USR_1576,VID_0133,2025-09-22 08:52:34,30,0.375,0,0,0,0.0,0.0
EVT_002272,USR_0218,VID_0425,2025-07-17 15:50:56,35,0.162,0,1,0,0.3459,0.0
EVT_002273,USR_0076,VID_0011,2025-10-26 18:36:53,139,0.695,0,0,0,1.6516,0.0
EVT_002274,USR_0926,VID_0571,2025-11-11 16:09:21,6,0.24,0,0,1,0.0882,0.0
EVT_002275,USR_0442,VID_0566,2025-08-24 10:42:24,104,0.4906,0,1,1,0.0,0.0
EVT_002276,USR_0634,VID_0575,2025-12-08 20:26:04,125,0.6313,0,1,0,0.0,0.0
EVT_002277,USR_0791,VID_0468,2025-09-15 04:01:24,62,0.4593,0,0,0,0.6201,0.0
EVT_002278,USR_1008,VID_0598,2025-11-14 02:26:38,16,0.0741,0,0,0,0.2195,0.0
EVT_002279,USR_1228,VID_0585,2026-01-22 00:51:40,41,0.1934,0,0,0,0.5175,0.0
EVT_002280,USR_1720,VID_0152,2026-06-04 16:59:02,11,0.5,0,0,0,0.1381,0.0
EVT_002281,USR_1982,VID_0093,2026-02-07 08:27:59,201,0.7791,0,0,0,2.7265,0.0
EVT_002282,USR_1206,VID_0503,2025-04-19 02:52:42,11,0.2895,0,0,0,0.1198,0.0
EVT_002283,USR_0763,VID_0273,2025-04-20 04:36:25,30,0.4545,0,1,0,0.2821,0.0
EVT_002284,USR_1910,VID_0032,2026-06-05 01:00:55,232,0.8657,0,0,0,0.0,0.0
EVT_002285,USR_0112,VID_0268,2025-11-26 09:52:35,13,0.26,0,1,0,0.1506,0.0
EVT_002286,USR_1096,VID_0010,2025-12-21 15:19:35,16,0.106,0,0,0,0.1803,0.0
EVT_002287,USR_1788,VID_0347,2026-04-08 06:09:03,55,0.4297,1,0,0,0.8129,0.68
EVT_002288,USR_0611,VID_0405,2026-03-10 06:31:48,174,0.6905,0,1,1,2.4312,0.0
EVT_002289,USR_0225,VID_0030,2025-10-20 23:18:41,76,0.3319,0,0,1,0.9437,0.0
EVT_002290,USR_0674,VID_0072,2026-05-08 01:06:04,68,0.3134,0,1,0,0.6925,0.0
EVT_002291,USR_1202,VID_0543,2026-03-23 20:10:20,18,0.2022,0,0,0,0.0,0.0
EVT_002292,USR_0468,VID_0234,2026-07-08 01:30:54,53,0.4274,0,0,0,0.6817,0.0
EVT_002293,USR_0783,VID_0031,2026-01-09 18:53:56,211,0.8543,1,0,0,0.0,1.77
EVT_002294,USR_1446,VID_0008,2026-02-25 23:30:45,48,0.4571,1,0,0,0.5219,3.38
EVT_002295,USR_1736,VID_0240,2026-05-08 07:18:06,121,0.6994,0,0,0,0.0,0.0
EVT_002296,USR_1065,VID_0053,2025-12-18 05:21:15,13,0.1161,0,0,0,0.0,0.0
EVT_002297,USR_0868,VID_0081,2026-08-05 05:40:42,54,0.6067,0,1,0,0.0,0.0
EVT_002298,USR_0413,VID_0126,2025-06-26 09:47:16,119,0.6648,1,0,0,1.3825,1.45
EVT_002299,USR_0333,VID_0422,2026-04-18 06:25:11,131,0.4549,0,0,0,1.8062,0.0
EVT_002300,USR_0902,VID_0333,2025-10-16 06:23:48,49,0.1835,0,0,0,0.5809,0.0
EVT_002301,USR_0858,VID_0466,2026-06-05 04:01:27,40,0.7692,1,1,0,0.285,1.59
EVT_002302,USR_0760,VID_0200,2026-03-05 22:26:52,117,0.5154,0,1,0,1.7416,0.0
EVT_002303,USR_0542,VID_0048,2026-03-29 07:04:43,113,0.7062,1,0,0,1.0661,1.87
EVT_002304,USR_0865,VID_0339,2025-07-02 01:46:18,4,0.2105,0,0,0,0.0414,0.0
EVT_002305,USR_0723,VID_0580,2025-04-02 07:32:36,116,0.5714,0,0,0,1.5932,0.0
EVT_002306,USR_0170,VID_0390,2026-07-10 13:02:13,115,0.5529,0,0,0,1.5053,0.0
EVT_002307,USR_0983,VID_0147,2026-05-12 02:45:46,172,0.6719,0,0,0,2.4735,0.0
EVT_002308,USR_0455,VID_0003,2025-05-28 11:28:01,43,0.1807,0,0,0,0.5762,0.0
EVT_002309,USR_0193,VID_0049,2025-07-07 23:43:01,24,0.1395,0,0,0,0.0,0.0
EVT_002310,USR_1777,VID_0509,2026-05-01 16:36:38,53,0.1927,0,0,0,0.5641,0.0
EVT_002311,USR_1227,VID_0175,2026-02-03 08:16:24,138,0.5656,0,1,1,1.5092,0.0
EVT_002312,USR_1987,VID_0035,2025-10-25 21:33:34,2,0.0714,0,1,0,0.025,0.0
EVT_002313,USR_0313,VID_0204,2025-10-23 07:55:49,110,0.4044,1,1,0,1.2403,0.6
EVT_002314,USR_1523,VID_0524,2026-06-04 00:00:34,114,0.7972,0,0,0,0.0,0.0
EVT_002315,USR_0925,VID_0254,2025-09-07 05:43:30,84,0.4516,0,0,0,0.0,0.0
EVT_002316,USR_0454,VID_0586,2025-08-09 00:23:50,42,0.2428,1,1,0,0.5623,4.27
EVT_002317,USR_0294,VID_0302,2025-06-10 11:52:01,108,0.3661,0,0,0,1.5563,0.0
EVT_002318,USR_0426,VID_0543,2026-05-11 09:03:17,26,0.2921,0,0,0,0.0,0.0
EVT_002319,USR_0664,VID_0121,2025-05-25 01:38:30,26,0.2653,0,0,1,0.3047,0.0
EVT_002320,USR_1059,VID_0326,2026-02-17 09:38:19,71,0.7634,0,1,0,0.972,0.0
EVT_002321,USR_1457,VID_0286,2025-09-17 04:35:48,25,0.641,0,1,0,0.0,0.0
EVT_002322,USR_1050,VID_0462,2025-10-12 21:22:17,107,0.7483,0,0,0,1.5114,0.0
EVT_002323,USR_1651,VID_0081,2025-11-16 14:27:54,38,0.427,0,0,0,0.0,0.0
EVT_002324,USR_0487,VID_0104,2026-01-16 06:41:34,21,0.0722,0,0,0,0.235,0.0
EVT_002325,USR_1386,VID_0134,2025-04-04 18:03:47,86,0.5119,0,0,0,0.8926,0.0
EVT_002326,USR_1412,VID_0563,2026-07-16 20:21:36,183,0.7176,0,0,0,2.2747,0.0
EVT_002327,USR_1307,VID_0539,2026-03-08 18:28:47,81,0.551,0,1,0,1.083,0.0
EVT_002328,USR_0559,VID_0014,2026-03-01 02:08:32,46,0.2018,0,0,0,0.0,0.0
EVT_002329,USR_1439,VID_0253,2026-06-23 12:02:38,24,0.2609,0,1,0,0.2264,0.0
EVT_002330,USR_1464,VID_0331,2025-11-13 01:51:27,23,0.46,0,1,0,0.0,0.0
EVT_002331,USR_1989,VID_0536,2026-07-01 15:00:12,47,0.662,0,0,1,0.4107,0.0
EVT_002332,USR_0424,VID_0277,2025-05-02 17:52:58,23,0.2584,0,1,0,0.2963,0.0
EVT_002333,USR_1042,VID_0464,2026-04-01 00:37:09,58,0.2829,0,0,0,0.6134,0.0
EVT_002334,USR_1695,VID_0479,2026-04-02 18:18:12,197,0.8074,0,1,0,0.0,0.0
EVT_002335,USR_1482,VID_0308,2025-05-08 05:50:53,67,0.4891,0,1,0,0.0,0.0
EVT_002336,USR_0491,VID_0448,2026-04-09 02:16:03,111,0.4221,0,1,0,1.0384,0.0
EVT_002337,USR_0836,VID_0043,2026-02-21 06:45:16,24,0.3871,0,0,0,0.0,0.0
EVT_002338,USR_1446,VID_0199,2026-02-22 23:49:59,35,0.2147,1,0,0,0.419,2.4
EVT_002339,USR_0448,VID_0513,2026-03-31 06:57:15,9,0.0738,0,0,0,0.1062,0.0
EVT_002340,USR_0587,VID_0099,2025-08-15 01:55:51,147,0.5787,0,0,0,1.7681,0.0
EVT_002341,USR_0340,VID_0307,2026-07-02 01:49:53,130,0.4377,1,0,0,0.0,4.8
EVT_002342,USR_0882,VID_0477,2026-04-06 21:13:13,55,0.5978,0,0,0,0.662,0.0
EVT_002343,USR_1747,VID_0310,2026-05-05 15:41:41,16,0.32,0,1,0,0.1979,0.0
EVT_002344,USR_1053,VID_0587,2025-10-30 04:39:14,23,0.697,0,1,0,0.0,0.0
EVT_002345,USR_0550,VID_0513,2026-02-14 15:07:06,13,0.1066,0,0,0,0.1531,0.0
EVT_002346,USR_0544,VID_0059,2026-06-30 00:31:39,16,0.5517,0,1,0,0.1788,0.0
EVT_002347,USR_0788,VID_0318,2025-11-09 16:22:44,32,0.1758,0,0,0,0.0,0.0
EVT_002348,USR_0028,VID_0440,2025-04-06 20:30:54,91,0.4527,0,0,0,0.9831,0.0
EVT_002349,USR_0031,VID_0450,2026-05-11 18:44:58,5,0.051,0,0,0,0.0701,0.0
EVT_002350,USR_0920,VID_0310,2026-02-16 04:25:26,38,0.76,0,0,0,0.522,0.0
EVT_002351,USR_1331,VID_0241,2026-05-01 08:27:28,144,0.8944,0,0,0,0.0,0.0
EVT_002352,USR_0039,VID_0188,2025-09-14 12:42:21,110,0.6748,0,0,1,1.1261,0.0
EVT_002353,USR_0329,VID_0214,2026-05-10 01:50:16,157,0.6356,0,0,0,0.0,0.0
EVT_002354,USR_1343,VID_0009,2026-02-04 19:50:35,30,0.8571,0,1,0,0.4056,0.0
EVT_002355,USR_0238,VID_0516,2026-07-16 14:34:34,96,0.3345,1,0,0,0.0,4.36
EVT_002356,USR_1110,VID_0435,2025-08-22 03:42:47,62,0.4397,0,0,0,0.6884,0.0
EVT_002357,USR_0403,VID_0173,2026-05-15 18:00:52,37,0.5362,0,1,0,0.574,0.0
EVT_002358,USR_1349,VID_0080,2025-12-29 17:47:07,40,0.4348,0,0,0,0.4642,0.0
EVT_002359,USR_0088,VID_0315,2026-02-15 03:51:19,111,0.4126,0,0,0,0.0,0.0
EVT_002360,USR_0036,VID_0511,2025-08-23 12:45:25,15,0.2727,0,1,0,0.2089,0.0
EVT_002361,USR_1957,VID_0597,2026-02-17 07:33:19,27,0.3103,0,0,1,0.2878,0.0
EVT_002362,USR_0170,VID_0159,2026-08-06 06:08:26,12,0.8,0,0,0,0.0,0.0
EVT_002363,USR_0883,VID_0263,2026-06-14 19:20:23,18,0.0963,0,0,0,0.2131,0.0
EVT_002364,USR_1129,VID_0356,2026-03-23 00:59:50,202,0.6756,0,1,0,0.0,0.0
EVT_002365,USR_0194,VID_0357,2026-05-23 10:13:23,20,0.155,0,1,0,0.0,0.0
EVT_002366,USR_1295,VID_0171,2025-12-21 06:18:37,180,0.6081,0,0,0,2.4658,0.0
EVT_002367,USR_0759,VID_0490,2025-04-07 07:55:09,173,0.6705,1,1,0,0.0,2.51
EVT_002368,USR_1137,VID_0422,2026-01-12 10:11:39,32,0.1111,0,1,0,0.3241,0.0
EVT_002369,USR_1890,VID_0499,2026-01-11 13:54:36,37,0.3627,1,1,0,0.0,2.22
EVT_002370,USR_1174,VID_0071,2026-05-02 08:49:48,22,0.7857,0,0,0,0.2599,0.0
EVT_002371,USR_0008,VID_0406,2026-06-10 13:04:44,21,0.118,0,0,0,0.3045,0.0
EVT_002372,USR_0983,VID_0206,2026-04-29 17:12:19,96,0.5161,0,0,0,0.9699,0.0
EVT_002373,USR_0630,VID_0458,2026-06-13 04:16:24,239,0.9264,0,1,0,3.597,0.0
EVT_002374,USR_0775,VID_0306,2025-01-28 09:50:08,82,0.6833,0,0,0,1.0562,0.0
EVT_002375,USR_1073,VID_0312,2026-01-03 12:52:45,89,0.7177,0,1,0,0.0,0.0
EVT_002376,USR_1864,VID_0352,2026-03-08 09:07:41,81,0.551,0,0,0,1.0619,0.0
EVT_002377,USR_0790,VID_0134,2026-03-19 13:19:16,53,0.3155,0,0,0,0.621,0.0
EVT_002378,USR_0671,VID_0348,2025-08-01 19:29:38,49,0.2952,1,0,0,0.4774,2.13
EVT_002379,USR_0178,VID_0529,2026-07-11 14:40:20,3,0.1429,0,1,0,0.03,0.0
EVT_002380,USR_0827,VID_0048,2026-06-01 11:08:03,13,0.0812,0,0,1,0.1791,0.0
EVT_002381,USR_0404,VID_0101,2025-06-22 15:54:58,169,0.5709,1,0,0,0.0,1.52
EVT_002382,USR_1705,VID_0021,2026-01-27 23:39:06,38,0.2734,0,1,0,0.0,0.0
EVT_002383,USR_1554,VID_0290,2026-02-04 00:25:07,201,0.6931,0,0,0,2.5146,0.0
EVT_002384,USR_0597,VID_0143,2026-04-08 13:47:13,228,0.8476,1,1,0,0.0,2.22
EVT_002385,USR_0228,VID_0355,2026-03-03 00:07:34,14,0.0972,1,0,0,0.0,3.74
EVT_002386,USR_1960,VID_0023,2026-03-19 22:29:34,52,0.6341,0,0,0,0.73,0.0
EVT_002387,USR_0737,VID_0065,2025-09-24 17:38:47,165,0.5729,0,0,0,1.7287,0.0
EVT_002388,USR_1123,VID_0133,2026-06-08 21:10:21,44,0.55,0,0,0,0.0,0.0
EVT_002389,USR_1824,VID_0395,2026-03-24 13:43:20,62,0.6458,1,0,0,0.8285,2.56
EVT_002390,USR_1697,VID_0036,2025-08-23 09:56:12,138,0.6866,0,1,0,1.0369,0.0
EVT_002391,USR_0701,VID_0316,2025-10-05 00:06:39,14,0.2545,0,1,0,0.0,0.0
EVT_002392,USR_1336,VID_0317,2026-06-16 14:42:14,191,0.6702,0,0,0,0.0,0.0
EVT_002393,USR_1017,VID_0191,2026-04-15 21:47:40,41,0.7069,0,1,1,0.5336,0.0
EVT_002394,USR_1050,VID_0063,2025-10-13 03:22:45,20,0.1504,1,0,0,0.1817,2.26
EVT_002395,USR_1174,VID_0428,2026-04-24 05:51:48,40,0.241,0,0,0,0.5406,0.0
EVT_002396,USR_0902,VID_0250,2025-10-07 12:38:54,25,0.5814,0,0,0,0.2302,0.0
EVT_002397,USR_0225,VID_0359,2025-10-23 12:48:17,43,0.4479,1,0,0,0.4496,4.44
EVT_002398,USR_1041,VID_0462,2025-08-25 10:10:31,18,0.1259,0,0,0,0.2186,0.0
EVT_002399,USR_1937,VID_0008,2026-02-07 03:32:32,56,0.5333,0,0,0,0.5779,0.0
EVT_002400,USR_0659,VID_0464,2026-04-04 11:36:35,176,0.8585,0,0,0,2.0909,0.0
EVT_002401,USR_1459,VID_0053,2026-07-21 12:05:34,75,0.6696,0,0,0,0.0,0.0
EVT_002402,USR_0162,VID_0338,2026-06-11 04:25:21,14,0.1022,0,1,0,0.0,0.0
