user_id,signup_date,acquisition_channel,subscription_plan
USR_0610,2026-01-02,Creator_Referral,Creator_Tier
USR_0611,2026-02-16,Search_Ads,Pro
USR_0612,2026-03-23,Paid_Social,Free
USR_0613,2026-06-23,Creator_Referral,Pro
USR_0614,2026-06-27,Paid_Social,Free
USR_0615,2025-10-20,Organic,Free
USR_0616,2026-04-17,Creator_Referral,Free
USR_0617,2026-04-22,Organic,Free
USR_0618,2025-11-20,Search_Ads,Free
USR_0619,2025-06-28,Paid_Social,Free
USR_0620,2025-03-24,Search_Ads,Free
USR_0621,2026-05-01,Search_Ads,Free
USR_0622,2026-01-22,Search_Ads,Creator_Tier
USR_0623,2026-06-27,Organic,Free
USR_0624,2026-01-12,Search_Ads,Pro
USR_0625,2026-06-25,Creator_Referral,Free
USR_0626,2025-12-20,Creator_Referral,Free
USR_0627,2026-05-05,Creator_Referral,Pro
USR_0628,2025-05-20,Organic,Free
USR_0629,2026-02-16,Organic,Free
USR_0630,2026-05-08,Organic,Free
USR_0631,2026-06-11,Organic,Free
USR_0632,2026-05-14,Creator_Referral,Free
USR_0633,2025-03-18,Search_Ads,Free
USR_0634,2025-12-02,Paid_Social,Free
USR_0635,2025-04-05,Creator_Referral,Free
USR_0636,2025-06-14,Creator_Referral,Free
USR_0637,2026-03-30,Creator_Referral,Free
USR_0638,2026-04-11,Organic,Pro
USR_0639,2026-04-30,Paid_Social,Free
USR_0640,2026-05-26,Organic,Free
USR_0641,2026-04-19,Paid_Social,Free
USR_0642,2026-05-08,Paid_Social,Free
USR_0643,2025-04-05,Creator_Referral,Free
USR_0644,2025-09-18,Search_Ads,Free
USR_0645,2026-03-12,Organic,Free
USR_0646,2026-05-24,Search_Ads,Creator_Tier
USR_0647,2025-01-13,Paid_Social,Creator_Tier
USR_0648,2026-02-01,Paid_Social,Free
USR_0649,2026-03-31,Paid_Social,Free
USR_0650,2025-03-06,Paid_Social,Free
USR_0651,2025-12-16,Search_Ads,Pro
USR_0652,2026-06-03,Creator_Referral,Pro
USR_0653,2026-03-29,Paid_Social,Free
USR_0654,2025-09-20,Paid_Social,Free
USR_0655,2026-05-22,Creator_Referral,Free
USR_0656,2025-11-20,Search_Ads,Pro
USR_0657,2026-05-23,Creator_Referral,Pro
USR_0658,2025-10-26,Creator_Referral,Free
USR_0659,2026-03-01,Organic,Free
USR_0660,2025-12-14,Organic,Free
USR_0661,2025-10-13,Paid_Social,Pro
USR_0662,2026-06-01,Creator_Referral,Creator_Tier
USR_0663,2025-08-18,Creator_Referral,Free
USR_0664,2025-05-20,Organic,Free
USR_0665,2025-11-17,Creator_Referral,Free
USR_0666,2026-04-12,Paid_Social,Free
USR_0667,2026-05-09,Search_Ads,Pro
USR_0668,2026-06-30,Organic,Free
USR_0669,2025-10-25,Creator_Referral,Pro
USR_0670,2025-12-19,Creator_Referral,Free
USR_0671,2025-07-09,Paid_Social,Free
USR_0672,2026-02-23,Creator_Referral,Free
USR_0673,2026-06-30,Creator_Referral,Free
USR_0674,2026-04-07,Creator_Referral,Free
USR_0675,2026-03-03,Creator_Referral,Pro
USR_0676,2025-12-12,Creator_Referral,Free
USR_0677,2026-06-08,Creator_Referral,Free
USR_0678,2026-01-25,Paid_Social,Free
USR_0679,2025-07-07,Paid_Social,Free
USR_0680,2025-11-29,Organic,Pro
USR_0681,2025-04-29,Paid_Social,Creator_Tier
USR_0682,2025-08-28,Search_Ads,Free
USR_0683,2025-02-11,Organic,Pro
USR_0684,2026-01-07,Creator_Referral,Pro
USR_0685,2026-03-16,Organic,Creator_Tier
USR_0686,2025-11-18,Paid_Social,Free
USR_0687,2025-12-24,Organic,Free
USR_0688,2026-06-20,Paid_Social,Free
USR_0689,2026-04-23,Organic,Pro
USR_0690,2026-02-11,Creator_Referral,Pro
USR_0691,2025-10-18,Search_Ads,Free
USR_0692,2026-06-04,Creator_Referral,Free
USR_0693,2025-09-19,Search_Ads,Pro
USR_0694,2025-11-09,Search_Ads,Pro
USR_0695,2026-06-07,Search_Ads,Free
USR_0696,2026-02-07,Organic,Pro
USR_0697,2026-04-20,Paid_Social,Free
USR_0698,2026-03-01,Organic,Free
USR_0699,2026-03-23,Creator_Referral,Free
USR_0700,2025-10-26,Search_Ads,Pro
USR_0701,2025-09-23,Paid_Social,Creator_Tier
USR_0702,2025-11-08,Creator_Referral,Free
USR_0703,2025-07-25,Creator_Referral,Free
USR_0704,2026-05-28,Paid_Social,Free
USR_0705,2025-10-17,Paid_Social,Free
USR_0706,2026-02-19,Creator_Referral,Free
USR_0707,2026-05-05,Search_Ads,Free
USR_0708,2026-05-03,Organic,Free
USR_0709,2026-01-01,Organic,Free
USR_0710,2026-01-17,Paid_Social,Free
USR_0711,2026-06-29,Search_Ads,Pro
USR_0712,2026-03-30,Organic,Free
USR_0713,2026-05-12,Organic,Free
USR_0714,2026-06-05,Organic,Creator_Tier
USR_0715,2026-05-04,Search_Ads,Free
USR_0716,2025-08-16,Organic,Free
USR_0717,2026-02-19,Creator_Referral,Free
USR_0718,2025-06-07,Search_Ads,Free
USR_0719,2026-03-22,Organic,Free
USR_0720,2026-06-19,Creator_Referral,Free
USR_0721,2026-01-31,Creator_Referral,Free
USR_0722,2025-12-30,Paid_Social,Free
USR_0723,2025-03-16,Creator_Referral,Free
USR_0724,2026-06-20,Creator_Referral,Free
USR_0725,2025-06-08,Organic,Free
USR_0726,2025-03-24,Paid_Social,Free
USR_0727,2025-09-26,Paid_Social,Pro
USR_0728,2025-04-27,Organic,Free
USR_0729,2026-01-08,Creator_Referral,Free
USR_0730,2026-02-02,Search_Ads,Free
USR_0731,2025-11-02,Organic,Free
USR_0732,2025-04-08,Organic,Creator_Tier
USR_0733,2025-06-16,Creator_Referral,Free
USR_0734,2025-12-08,Organic,Free
USR_0735,2025-04-21,Organic,Creator_Tier
USR_0736,2026-04-06,Creator_Referral,Pro
USR_0737,2025-09-01,Organic,Pro
USR_0738,2025-10-28,Creator_Referral,Free
USR_0739,2025-12-12,Paid_Social,Free
USR_0740,2025-12-22,Creator_Referral,Free
USR_0741,2025-01-05,Organic,Free
USR_0742,2025-06-17,Paid_Social,Free
USR_0743,2026-05-25,Organic,Pro
USR_0744,2025-01-04,Paid_Social,Free
USR_0745,2026-01-29,Creator_Referral,Free
USR_0746,2026-01-22,Paid_Social,Free
USR_0747,2025-11-13,Organic,Free
USR_0748,2025-12-29,Organic,Free
USR_0749,2026-05-02,Creator_Referral,Pro
USR_0750,2026-05-19,Organic,Free
USR_0751,2025-10-04,Organic,Free
USR_0752,2025-11-08,Paid_Social,Free
USR_0753,2025-09-23,Paid_Social,Free
USR_0754,2026-01-18,Organic,Free
USR_0755,2026-04-01,Search_Ads,Creator_Tier
USR_0756,2025-09-15,Paid_Social,Free
USR_0757,2025-11-12,Search_Ads,Free
USR_0758,2026-06-12,Paid_Social,Creator_Tier
USR_0759,2025-04-05,Paid_Social,Free
USR_0760,2026-01-10,Creator_Referral,Creator_Tier
USR_0761,2026-04-10,Paid_Social,Free
USR_0762,2025-07-21,Search_Ads,Free
USR_0763,2025-04-03,Organic,Creator_Tier
USR_0764,2025-07-10,Organic,Free
USR_0765,2026-06-09,Organic,Free
USR_0766,2025-01-24,Search_Ads,Free
USR_0767,2025-08-19,Creator_Referral,Pro
USR_0768,2025-03-09,Paid_Social,Free
USR_0769,2025-06-16,Paid_Social,Free
USR_0770,2026-03-11,Search_Ads,Pro
USR_0771,2025-09-23,Organic,Free
USR_0772,2026-02-21,Paid_Social,Free
USR_0773,2026-03-01,Search_Ads,Free
USR_0774,2026-05-21,Organic,Free
USR_0775,2025-01-13,Paid_Social,Free
USR_0776,2026-05-23,Creator_Referral,Free
USR_0777,2026-03-11,Paid_Social,Free
USR_0778,2025-07-30,Creator_Referral,Free
USR_0779,2026-04-29,Organic,Free
USR_0780,2026-05-23,Organic,Pro
USR_0781,2025-10-01,Organic,Free
USR_0782,2026-06-09,Organic,Creator_Tier
USR_0783,2026-01-08,Paid_Social,Creator_Tier
USR_0784,2026-03-06,Creator_Referral,Free
USR_0785,2026-06-27,Organic,Creator_Tier
USR_0786,2025-11-27,Paid_Social,Pro
USR_0787,2026-05-11,Paid_Social,Free
USR_0788,2025-11-05,Creator_Referral,Pro
USR_0789,2026-05-07,Search_Ads,Free
USR_0790,2026-03-05,Creator_Referral,Pro
USR_0791,2025-09-07,Paid_Social,Free
USR_0792,2025-12-21,Organic,Free
USR_0793,2025-11-05,Paid_Social,Free
USR_0794,2025-05-12,Search_Ads,Creator_Tier
USR_0795,2025-03-06,Paid_Social,Free
USR_0796,2025-11-20,Creator_Referral,Free
USR_0797,2025-02-14,Paid_Social,Free
USR_0798,2025-08-02,Creator_Referral,Free
USR_0799,2026-04-15,Paid_Social,Pro
USR_0800,2026-04-09,Paid_Social,Pro
USR_0801,2026-04-19,Search_Ads,Free
USR_0802,2025-11-05,Creator_Referral,Free
USR_0803,2026-06-02,Organic,Free
USR_0804,2026-03-02,Creator_Referral,Free
USR_0805,2025-06-30,Organic,Pro
USR_0806,2025-07-15,Organic,Pro
USR_0807,2026-04-05,Organic,Free
USR_0808,2025-08-07,Paid_Social,Free
USR_0809,2026-01-29,Organic,Free
USR_0810,2026-06-28,Organic,Free
USR_0811,2025-01-11,Organic,Free
USR_0812,2025-02-09,Search_Ads,Pro
USR_0813,2026-06-29,Paid_Social,Free
USR_0814,2026-02-27,Organic,Creator_Tier
USR_0815,2025-07-01,Organic,Free
USR_0816,2026-06-04,Creator_Referral,Free
USR_0817,2026-05-30,Organic,Free
USR_0818,2026-02-09,Creator_Referral,Free
USR_0819,2026-03-12,Creator_Referral,Free
USR_0820,2025-10-12,Search_Ads,Free
USR_0821,2025-04-07,Organic,Pro
USR_0822,2026-03-02,Paid_Social,Free
USR_0823,2025-10-24,Organic,Pro
USR_0824,2026-03-26,Search_Ads,Pro
USR_0825,2026-05-18,Search_Ads,Free
USR_0826,2025-02-12,Paid_Social,Free
USR_0827,2026-03-03,Creator_Referral,Free
USR_0828,2025-09-16,Organic,Free
USR_0829,2026-05-28,Paid_Social,Pro
USR_0830,2025-09-30,Paid_Social,Creator_Tier
USR_0831,2026-03-08,Organic,Free
USR_0832,2026-02-16,Creator_Referral,Free
USR_0833,2025-12-13,Creator_Referral,Pro
USR_0834,2026-03-31,Paid_Social,Pro
USR_0835,2026-04-15,Paid_Social,Free
USR_0836,2026-02-21,Paid_Social,Pro
USR_0837,2026-04-25,Paid_Social,Free
USR_0838,2026-06-26,Organic,Free
USR_0839,2025-12-24,Creator_Referral,Free
USR_0840,2026-02-01,Organic,Free
USR_0841,2025-01-31,Paid_Social,Pro
USR_0842,2026-05-06,Creator_Referral,Free
USR_0843,2026-02-03,Creator_Referral,Free
USR_0844,2025-12-19,Organic,Free
USR_0845,2025-05-30,Organic,Free
USR_0846,2026-06-02,Creator_Referral,Free
USR_0847,2025-12-13,Organic,Free
USR_0848,2026-04-01,Organic,Pro
USR_0849,2025-07-20,Paid_Social,Free
USR_0850,2026-06-21,Creator_Referral,Pro
USR_0851,2025-08-11,Creator_Referral,Free
USR_0852,2025-08-26,Creator_Referral,Pro
USR_0853,2026-05-24,Paid_Social,Pro
USR_0854,2026-06-08,Organic,Free
USR_0855,2025-09-04,Paid_Social,Free
USR_0856,2026-01-14,Search_Ads,Creator_Tier
USR_0857,2026-04-17,Paid_Social,Free
USR_0858,2026-05-29,Creator_Referral,Free
USR_0859,2025-12-05,Paid_Social,Free
USR_0860,2026-02-02,Creator_Referral,Free
USR_0861,2026-04-20,Creator_Referral,Free
USR_0862,2026-04-17,Creator_Referral,Pro
USR_0863,2026-05-02,Organic,Free
USR_0864,2026-02-22,Organic,Pro
USR_0865,2025-06-10,Creator_Referral,Pro
USR_0866,2026-06-05,Organic,Free
USR_0867,2026-05-26,Creator_Referral,Free
USR_0868,2026-05-07,Creator_Referral,Free
USR_0869,2025-06-05,Search_Ads,Free
USR_0870,2025-08-30,Organic,Free
USR_0871,2026-04-20,Paid_Social,Free
USR_0872,2025-02-22,Creator_Referral,Free
USR_0873,2026-06-25,Organic,Pro
USR_0874,2025-12-04,Organic,Free
USR_0875,2026-04-13,Organic,Free
USR_0876,2026-06-01,Organic,Free
USR_0877,2025-12-13,Organic,Free
USR_0878,2025-11-06,Creator_Referral,Pro
USR_0879,2026-03-07,Creator_Referral,Free
USR_0880,2026-02-26,Organic,Free
USR_0881,2025-12-19,Organic,Free
USR_0882,2026-03-05,Organic,Free
USR_0883,2026-06-14,Creator_Referral,Free
USR_0884,2026-01-13,Organic,Free
USR_0885,2025-08-24,Creator_Referral,Pro
USR_0886,2025-12-05,Organic,Pro
USR_0887,2025-12-12,Organic,Free
USR_0888,2025-07-04,Search_Ads,Pro
USR_0889,2025-07-31,Organic,Free
USR_0890,2026-04-02,Organic,Creator_Tier
USR_0891,2025-11-16,Organic,Free
USR_0892,2026-06-19,Search_Ads,Free
USR_0893,2025-09-24,Paid_Social,Free
USR_0894,2025-06-04,Paid_Social,Free
USR_0895,2026-04-23,Search_Ads,Pro
USR_0896,2026-05-30,Organic,Free
USR_0897,2025-10-14,Search_Ads,Free
USR_0898,2025-08-28,Organic,Free
USR_0899,2025-08-17,Paid_Social,Pro
USR_0900,2026-02-04,Creator_Referral,Pro
USR_0901,2026-01-14,Creator_Referral,Free
USR_0902,2025-10-04,Search_Ads,Free
USR_0903,2025-03-31,Organic,Free
USR_0904,2026-01-19,Search_Ads,Pro
USR_0905,2026-06-20,Creator_Referral,Pro
USR_0906,2026-03-22,Paid_Social,Free
USR_0907,2026-01-24,Search_Ads,Pro
USR_0908,2025-06-16,Organic,Free
USR_0909,2025-09-29,Search_Ads,Pro
USR_0910,2025-10-24,Creator_Referral,Free
USR_0911,2026-04-27,Paid_Social,Free
USR_0912,2026-05-29,Organic,Free
USR_0913,2026-06-05,Creator_Referral,Free
USR_0914,2026-06-27,Paid_Social,Creator_Tier
USR_0915,2026-06-26,Creator_Referral,Free
USR_0916,2026-06-18,Organic,Pro
USR_0917,2025-05-05,Organic,Pro
USR_0918,2025-07-10,Search_Ads,Pro
USR_0919,2025-10-29,Organic,Creator_Tier
USR_0920,2026-02-15,Paid_Social,Free
USR_0921,2025-06-02,Search_Ads,Free
USR_0922,2026-05-20,Organic,Free
USR_0923,2026-03-10,Organic,Free
USR_0924,2026-02-12,Paid_Social,Pro
USR_0925,2025-08-01,Organic,Free
USR_0926,2025-09-30,Creator_Referral,Free
USR_0927,2025-07-29,Paid_Social,Free
USR_0928,2026-05-22,Creator_Referral,Free
USR_0929,2026-02-27,Creator_Referral,Pro
USR_0930,2026-04-18,Paid_Social,Free
USR_0931,2025-10-24,Creator_Referral,Pro
USR_0932,2025-12-02,Organic,Free
USR_0933,2025-12-17,Creator_Referral,Pro
USR_0934,2026-04-25,Search_Ads,Free
USR_0935,2026-04-29,Paid_Social,Free
USR_0936,2025-08-31,Creator_Referral,Free
USR_0937,2026-06-15,Organic,Free
USR_0938,2025-06-25,Organic,Pro
USR_0939,2026-06-03,Organic,Free
USR_0940,2025-06-05,Organic,Free
USR_0941,2025-10-07,Search_Ads,Pro
USR_0942,2026-05-21,Organic,Free
USR_0943,2025-08-12,Paid_Social,Free
USR_0944,2025-12-21,Organic,Creator_Tier
USR_0945,2026-01-06,Organic,Free
USR_0946,2025-09-25,Creator_Referral,Pro
USR_0947,2026-04-10,Organic,Free
USR_0948,2026-05-22,Paid_Social,Pro
USR_0949,2026-05-28,Search_Ads,Pro
USR_0950,2025-11-16,Search_Ads,Pro
USR_0951,2026-02-07,Organic,Free
USR_0952,2025-09-27,Paid_Social,Pro
USR_0953,2025-09-25,Organic,Free
USR_0954,2025-07-29,Search_Ads,Creator_Tier
USR_0955,2026-06-15,Creator_Referral,Free
USR_0956,2026-06-01,Organic,Free
USR_0957,2026-05-01,Organic,Pro
USR_0958,2026-02-02,Organic,Free
USR_0959,2026-01-23,Organic,Free
USR_0960,2026-02-07,Search_Ads,Pro
USR_0961,2026-02-09,Paid_Social,Free
USR_0962,2025-12-30,Search_Ads,Free
USR_0963,2025-07-05,Organic,Free
USR_0964,2025-06-30,Creator_Referral,Free
USR_0965,2026-06-18,Organic,Free
USR_0966,2026-01-19,Creator_Referral,Free
USR_0967,2026-06-18,Organic,Free
USR_0968,2025-07-31,Organic,Free
USR_0969,2026-02-16,Creator_Referral,Free
USR_0970,2025-09-01,Organic,Free
USR_0971,2025-09-30,Creator_Referral,Free
USR_0972,2025-03-07,Paid_Social,Free
USR_0973,2025-06-23,Organic,Free
USR_0974,2026-06-09,Search_Ads,Pro
USR_0975,2025-11-07,Creator_Referral,Free
USR_0976,2026-03-07,Paid_Social,Free
USR_0977,2026-01-12,Paid_Social,Free
USR_0978,2025-12-15,Paid_Social,Free
USR_0979,2026-02-08,Paid_Social,Pro
USR_0980,2025-08-18,Search_Ads,Creator_Tier
USR_0981,2026-06-28,Paid_Social,Creator_Tier
USR_0982,2026-05-13,Organic,Free
USR_0983,2026-04-20,Organic,Free
USR_0984,2026-01-14,Paid_Social,Free
USR_0985,2025-07-23,Organic,Free
USR_0986,2026-06-10,Organic,Free
USR_0987,2025-11-17,Organic,Free
USR_0988,2025-04-07,Creator_Referral,Free
USR_0989,2025-11-18,Organic,Creator_Tier
USR_0990,2026-05-06,Paid_Social,Free
USR_0991,2026-03-12,Paid_Social,Free
USR_0992,2026-04-23,Paid_Social,Pro
USR_0993,2026-05-05,Organic,Pro
USR_0994,2025-09-04,Creator_Referral,Free
USR_0995,2026-06-11,Creator_Referral,Free
USR_0996,2026-01-01,Creator_Referral,Free
USR_0997,2026-03-18,Paid_Social,Free
USR_0998,2025-01-07,Organic,Free
USR_0999,2026-06-29,Search_Ads,Free
USR_1000,2025-10-16,Organic,Free
USR_1001,2025-04-23,Paid_Social,Free
USR_1002,2026-01-09,Creator_Referral,Pro
USR_1003,2025-07-03,Organic,Pro
USR_1004,2025-07-22,Paid_Social,Free
USR_1005,2026-03-16,Organic,Free
USR_1006,2025-12-12,Paid_Social,Free
USR_1007,2026-06-10,Creator_Referral,Pro
USR_1008,2025-11-06,Organic,Pro
USR_1009,2026-04-15,Organic,Pro
USR_1010,2026-01-11,Paid_Social,Free
USR_1011,2026-03-25,Organic,Free
USR_1012,2026-03-04,Search_Ads,Free
USR_1013,2026-01-15,Paid_Social,Free
USR_1014,2026-06-18,Paid_Social,Pro
USR_1015,2025-11-18,Organic,Free
USR_1016,2025-08-10,Paid_Social,Free
USR_1017,2026-03-31,Search_Ads,Free
USR_1018,2026-05-20,Organic,Free
USR_1019,2025-03-23,Organic,Free
USR_1020,2026-01-06,Organic,Free
USR_1021,2026-06-02,Creator_Referral,Creator_Tier
USR_1022,2026-04-22,Paid_Social,Pro
USR_1023,2026-06-28,Creator_Referral,Pro
USR_1024,2026-02-07,Creator_Referral,Free
USR_1025,2026-03-25,Organic,Free
USR_1026,2025-10-28,Organic,Free
USR_1027,2026-06-17,Organic,Free
USR_1028,2025-11-29,Search_Ads,Free
USR_1029,2026-04-19,Paid_Social,Free
USR_1030,2025-12-16,Creator_Referral,Free
USR_1031,2026-02-19,Paid_Social,Free
USR_1032,2026-04-13,Organic,Pro
USR_1033,2026-01-30,Organic,Free
USR_1034,2026-06-06,Organic,Free
USR_1035,2025-12-24,Search_Ads,Free
USR_1036,2026-03-21,Paid_Social,Free
USR_1037,2025-11-18,Paid_Social,Pro
USR_1038,2025-12-19,Organic,Free
USR_1039,2026-01-02,Organic,Pro
USR_1040,2025-06-30,Paid_Social,Pro
USR_1041,2025-05-27,Creator_Referral,Free
USR_1042,2026-03-27,Search_Ads,Free
USR_1043,2026-03-23,Paid_Social,Free
USR_1044,2026-03-26,Creator_Referral,Free
USR_1045,2025-02-16,Paid_Social,Free
USR_1046,2025-11-10,Search_Ads,Creator_Tier
USR_1047,2025-08-25,Creator_Referral,Free
USR_1048,2026-05-01,Paid_Social,Pro
USR_1049,2026-05-25,Search_Ads,Free
USR_1050,2025-09-26,Organic,Creator_Tier
USR_1051,2026-03-27,Search_Ads,Free
USR_1052,2025-07-03,Organic,Free
USR_1053,2025-10-13,Paid_Social,Free
USR_1054,2025-07-11,Paid_Social,Free
USR_1055,2025-10-18,Paid_Social,Pro
USR_1056,2026-03-30,Creator_Referral,Free
USR_1057,2026-06-07,Paid_Social,Free
USR_1058,2025-08-28,Organic,Free
USR_1059,2026-02-11,Organic,Free
USR_1060,2026-04-07,Organic,Free
USR_1061,2026-06-18,Creator_Referral,Free
USR_1062,2026-03-08,Creator_Referral,Free
USR_1063,2025-10-01,Organic,Free
USR_1064,2026-03-13,Search_Ads,Free
USR_1065,2025-11-06,Creator_Referral,Creator_Tier
USR_1066,2026-06-24,Creator_Referral,Free
USR_1067,2025-12-15,Creator_Referral,Free
USR_1068,2026-04-02,Organic,Free
USR_1069,2025-02-22,Paid_Social,Free
USR_1070,2025-12-15,Creator_Referral,Free
USR_1071,2026-05-29,Organic,Free
USR_1072,2026-03-08,Search_Ads,Free
USR_1073,2026-01-03,Paid_Social,Free
USR_1074,2026-06-14,Paid_Social,Free
USR_1075,2026-05-23,Search_Ads,Creator_Tier
USR_1076,2025-11-07,Search_Ads,Free
USR_1077,2026-02-12,Organic,Free
USR_1078,2026-01-22,Paid_Social,Free
USR_1079,2026-03-16,Paid_Social,Free
USR_1080,2025-11-13,Organic,Pro
USR_1081,2025-09-24,Organic,Free
USR_1082,2026-06-08,Organic,Free
USR_1083,2026-06-11,Paid_Social,Free
USR_1084,2026-05-20,Paid_Social,Free
USR_1085,2026-06-25,Paid_Social,Creator_Tier
USR_1086,2026-04-21,Organic,Free
USR_1087,2026-04-27,Organic,Pro
USR_1088,2026-04-26,Creator_Referral,Free
USR_1089,2026-01-19,Creator_Referral,Creator_Tier
USR_1090,2026-01-09,Search_Ads,Free
USR_1091,2025-09-22,Search_Ads,Free
USR_1092,2026-03-20,Search_Ads,Pro
USR_1093,2025-10-21,Search_Ads,Free
USR_1094,2025-10-03,Search_Ads,Free
USR_1095,2026-02-27,Creator_Referral,Creator_Tier
USR_1096,2025-12-20,Organic,Free
USR_1097,2025-09-08,Organic,Pro
USR_1098,2026-05-12,Creator_Referral,Free
USR_1099,2026-05-25,Organic,Pro
USR_1100,2025-08-03,Organic,Pro
USR_1101,2025-01-20,Search_Ads,Free
USR_1102,2025-11-14,Organic,Free
USR_1103,2026-05-07,Search_Ads,Free
USR_1104,2026-05-19,Paid_Social,Free
USR_1105,2025-07-11,Paid_Social,Pro
USR_1106,2026-04-30,Paid_Social,Free
USR_1107,2025-06-20,Organic,Free
USR_1108,2025-12-10,Paid_Social,Free
USR_1109,2026-06-30,Organic,Free
USR_1110,2025-08-22,Search_Ads,Pro
USR_1111,2025-07-24,Organic,Free
USR_1112,2025-12-25,Organic,Free
USR_1113,2026-03-11,Paid_Social,Pro
USR_1114,2026-06-13,Paid_Social,Creator_Tier
USR_1115,2026-06-26,Creator_Referral,Free
USR_1116,2025-05-02,Paid_Social,Creator_Tier
USR_1117,2025-07-10,Organic,Free
USR_1118,2026-05-05,Paid_Social,Pro
USR_1119,2025-10-10,Organic,Free
USR_1120,2026-05-31,Organic,Free
USR_1121,2026-03-26,Organic,Free
USR_1122,2025-06-17,Organic,Free
USR_1123,2026-05-17,Organic,Free
USR_1124,2025-08-10,Creator_Referral,Free
USR_1125,2025-12-26,Organic,Free
USR_1126,2026-02-15,Organic,Free
USR_1127,2026-01-27,Creator_Referral,Free
USR_1128,2026-04-02,Organic,Free
USR_1129,2026-03-22,Paid_Social,Creator_Tier
USR_1130,2026-06-28,Search_Ads,Creator_Tier
USR_1131,2026-06-30,Creator_Referral,Free
USR_1132,2026-02-02,Search_Ads,Free
USR_1133,2025-05-31,Organic,Free
USR_1134,2026-04-16,Organic,Free
USR_1135,2026-06-25,Paid_Social,Pro
USR_1136,2025-11-05,Paid_Social,Free
USR_1137,2026-01-11,Paid_Social,Free
USR_1138,2025-12-26,Organic,Free
USR_1139,2025-04-09,Paid_Social,Free
USR_1140,2026-03-29,Creator_Referral,Pro
USR_1141,2025-11-23,Organic,Free
USR_1142,2026-05-04,Organic,Free
USR_1143,2026-05-17,Search_Ads,Free
USR_1144,2026-05-13,Organic,Creator_Tier
USR_1145,2025-12-22,Paid_Social,Free
USR_1146,2025-11-07,Paid_Social,Pro
USR_1147,2026-04-22,Paid_Social,Pro
USR_1148,2026-05-08,Paid_Social,Free
USR_1149,2026-01-23,Search_Ads,Pro
USR_1150,2026-06-02,Organic,Free
USR_1151,2025-07-15,Organic,Pro
USR_1152,2026-05-30,Creator_Referral,Free
USR_1153,2025-06-01,Creator_Referral,Free
USR_1154,2025-07-23,Organic,Free
USR_1155,2026-02-08,Organic,Free
USR_1156,2025-04-30,Organic,Free
USR_1157,2025-04-11,Organic,Free
USR_1158,2025-01-02,Organic,Free
USR_1159,2025-12-31,Search_Ads,Free
USR_1160,2026-04-30,Organic,Free
USR_1161,2025-03-15,Search_Ads,Creator_Tier
USR_1162,2026-03-22,Search_Ads,Creator_Tier
USR_1163,2026-05-14,Organic,Free
USR_1164,2025-08-04,Paid_Social,Free
USR_1165,2025-07-18,Paid_Social,Free
USR_1166,2026-05-25,Paid_Social,Pro
USR_1167,2026-05-14,Organic,Free
USR_1168,2026-02-10,Organic,Pro
USR_1169,2026-05-13,Organic,Free
USR_1170,2025-05-29,Paid_Social,Free
USR_1171,2025-12-13,Search_Ads,Pro
USR_1172,2026-04-19,Paid_Social,Free
USR_1173,2025-10-02,Paid_Social,Pro
USR_1174,2026-04-23,Search_Ads,Free
USR_1175,2026-01-28,Paid_Social,Free
USR_1176,2026-04-22,Organic,Free
USR_1177,2026-01-12,Search_Ads,Free
USR_1178,2025-11-30,Creator_Referral,Free
USR_1179,2025-09-09,Organic,Free
USR_1180,2025-09-01,Creator_Referral,Free
USR_1181,2026-04-23,Search_Ads,Pro
USR_1182,2025-06-23,Organic,Free
USR_1183,2025-05-21,Creator_Referral,Free
USR_1184,2025-08-10,Organic,Pro
USR_1185,2025-08-09,Organic,Free
USR_1186,2026-05-14,Organic,Pro
USR_1187,2025-12-14,Paid_Social,Free
USR_1188,2026-06-28,Search_Ads,Free
USR_1189,2025-07-10,Organic,Pro
USR_1190,2026-03-23,Organic,Free
USR_1191,2026-01-05,Organic,Free
USR_1192,2025-12-12,Organic,Pro
USR_1193,2026-05-29,Creator_Referral,Free
USR_1194,2026-06-24,Paid_Social,Pro
USR_1195,2026-05-28,Paid_Social,Pro
USR_1196,2025-08-21,Creator_Referral,Creator_Tier
USR_1197,2025-09-10,Creator_Referral,Free
USR_1198,2026-03-24,Organic,Free
USR_1199,2025-10-21,Organic,Pro
USR_1200,2026-04-18,Search_Ads,Free
USR_1201,2026-02-20,Paid_Social,Free
USR_1202,2026-02-15,Search_Ads,Free
USR_1203,2026-05-16,Search_Ads,Free
USR_1204,2026-04-10,Paid_Social,Free
USR_1205,2025-02-28,Search_Ads,Free
USR_1206,2025-04-06,Creator_Referral,Free
USR_1207,2026-03-05,Organic,Free
USR_1208,2026-01-21,Organic,Creator_Tier
USR_1209,2025-10-04,Organic,Free
USR_1210,2025-12-23,Organic,Free
USR_1211,2026-04-25,Creator_Referral,Free
USR_1212,2026-05-15,Paid_Social,Free
USR_1213,2026-02-19,Paid_Social,Creator_Tier
USR_1214,2025-12-08,Creator_Referral,Creator_Tier
USR_1215,2025-10-10,Organic,Free
USR_1216,2026-02-04,Paid_Social,Free
USR_1217,2025-11-03,Creator_Referral,Free
USR_1218,2026-02-20,Organic,Free
USR_1219,2026-03-30,Organic,Free
USR_1220,2025-04-28,Organic,Free
USR_1221,2025-01-03,Organic,Free
USR_1222,2025-09-04,Paid_Social,Free
USR_1223,2026-06-03,Paid_Social,Free
